record_id,date,tide,time,location,count_1,count_2,count_3,mean_count,in_daily_total_yn,raw_datafile
2116,4-May-07,dropping,8:25,C.Port corner,0,,,0,TRUE,BPPeep2007.xls
2117,4-May-07,dropping,8:30,East end mumblies,450,,,450,TRUE,BPPeep2007.xls
2118,4-May-07,dropping,8:35,off pilings on mumblies,300,,,300,TRUE,BPPeep2007.xls
2119,4-May-07,dropping,8:39,west end mumblies on tide edge,1400,,,1400,TRUE,BPPeep2007.xls
2120,4-May-07,dropping,8:39,Brunswick Pt corner - tide edge,2100,,,2100,TRUE,BPPeep2007.xls
2121,4-May-07,dropping,8:45,WNW side Bruns(Canoe Pass),100,,,100,TRUE,BPPeep2007.xls
2122,4-May-07,,,TOTAL - AM - sweep CP to BP,,,,4420,total,BPPeep2007.xls
2123,4-May-07,rising,17:30,WNW side Bruns(Canoe Pass),3000,,,3000,FALSE,BPPeep2007.xls
2124,4-May-07,rising,17:40,Brunswick Point corner,40,,,40,FALSE,BPPeep2007.xls
2125,4-May-07,rising,17:50,34th pullout on mumblies,600,,,600,FALSE,BPPeep2007.xls
2126,4-May-07,rising,17:50,seen flying over Brunswick Pt marsh,3000,,,3000,FALSE,BPPeep2007.xls
2127,4-May-07,rising,18:00,CP jetty side marsh,0,,,0,FALSE,BPPeep2007.xls
2128,4-May-07,rising,18:00,C.Port corner,0,,,0,FALSE,BPPeep2007.xls
2129,4-May-07,rising,18:10,Brunswick Point corner - tide edge,600,,,600,FALSE,BPPeep2007.xls
2130,4-May-07,rising,18:15,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeep2007.xls
2131,4-May-07,rising,18:25,CP jetty side marsh,0,,,0,FALSE,BPPeep2007.xls
2132,4-May-07,rising,18:25,C.Port corner,0,,,0,FALSE,BPPeep2007.xls
2133,4-May-07,rising,18:25,flying by Coal Port towards BP,60,,,60,FALSE,BPPeep2007.xls
2134,4-May-07,rising,18:30,off 34th in near mud,230,,,230,FALSE,BPPeep2007.xls
2135,4-May-07,rising,18:35,flyby over water towards CP,750,,,750,FALSE,BPPeep2007.xls
2136,4-May-07,rising,18:37,Brunswick Point corner,0,,,0,FALSE,BPPeep2007.xls
2137,4-May-07,rising,18:37,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeep2007.xls
2138,4-May-07,,,TOTAL - PM - sweep CP to BP,,,,3600,total,BPPeep2007.xls
2139,4-May-07,,,TOTAL for day - AM count,,,,4420,total,BPPeep2007.xls
2140,5-May-07,dropping,8:27,WNW side Bruns(Canoe Pass),400,,,400,FALSE,BPPeep2007.xls
2141,5-May-07,dropping,8:30,Brunswick Point corner - on tide edge,1800,,,1800,FALSE,BPPeep2007.xls
2142,5-May-07,dropping,8:40,flying towards BP,500,,,500,FALSE,BPPeep2007.xls
2143,5-May-07,dropping,8:45,CP jetty side marsh,500,,,500,TRUE,BPPeep2007.xls
2144,5-May-07,dropping,8:45,C.Port corner,0,,,0,TRUE,BPPeep2007.xls
2145,5-May-07,dropping,9:55,mumblies off E end pilings,55,,,55,TRUE,BPPeep2007.xls
2146,5-May-07,dropping,9:03,Brunswick Point corner - on tide edge,5400,5000,,5200,TRUE,BPPeep2007.xls
2147,5-May-07,dropping,9:08,WNW side Bruns(Canoe Pass),200,,,200,TRUE,BPPeep2007.xls
2148,5-May-07,,,TOTAL of sweep count CP to BP,,,,5955,total,BPPeep2007.xls
2149,6-May-07,dropping,8:30,WNW side Bruns(Canoe Pass),3500,,,3500,FALSE,BPPeep2007.xls
2150,6-May-07,dropping,8:40,off pilings on mumblies,3500,,,3500,FALSE,BPPeep2007.xls
2151,6-May-07,dropping,8:45,34th pullout on mumblies,350,,,350,FALSE,BPPeep2007.xls
2152,6-May-07,dropping,8:50,CP jetty side marsh,2500,,,2500,FALSE,BPPeep2007.xls
2153,6-May-07,dropping,8:50,C.Port corner,0,,,0,FALSE,BPPeep2007.xls
2154,6-May-07,dropping,8:52,CP jetty side marsh,1000,,,1000,TRUE,BPPeep2007.xls
2155,6-May-07,dropping,8:52,C.Port corner,2900,,,2900,TRUE,BPPeep2007.xls
2156,6-May-07,dropping,9:00,East of 34th in near mud,550,,,550,TRUE,BPPeep2007.xls
2157,6-May-07,dropping,9:05,off east end pilings on mumblies,3700,,,3700,TRUE,BPPeep2007.xls
2158,6-May-07,dropping,9:10,off west end pilings on mumblies,650,,,650,TRUE,BPPeep2007.xls
2159,6-May-07,dropping,9:15,Brunswick Point corner - on tide edge,250,,,250,TRUE,BPPeep2007.xls
2160,6-May-07,dropping,9:18,WNW side Bruns(Canoe Pass),0,,,0,TRUE,BPPeep2007.xls
2161,6-May-07,,,TOTAL of sweep count CP to BP,,,,9050,total,BPPeep2007.xls
2162,7-May-07,dropping,8:25,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeep2007.xls
2163,7-May-07,dropping,8:30,Brunswick Pt corner - marsh edge mud,9500,,,9500,FALSE,BPPeep2007.xls
2164,7-May-07,dropping,8:30,west end mumblies,200,,,200,FALSE,BPPeep2007.xls
2165,7-May-07,dropping,8:35,CP jetty side marsh,0,,,0,FALSE,BPPeep2007.xls
2166,7-May-07,dropping,8:35,C.Port corner,0,,,0,FALSE,BPPeep2007.xls
2167,7-May-07,dropping,8:39,CP jetty side marsh,2000,,,2000,TRUE,BPPeep2007.xls
2168,7-May-07,dropping,8:39,C.Port corner,0,,,0,TRUE,BPPeep2007.xls
2169,7-May-07,dropping,8:50,west end mumblies - mudislet,1200,,,1200,TRUE,BPPeep2007.xls
2170,7-May-07,dropping,8:56,Brunswick Pt corner - tide edge,6000,,,6000,TRUE,BPPeep2007.xls
2171,7-May-07,dropping,9:00,WNW side Bruns(Canoe Pass),400,,,400,TRUE,BPPeep2007.xls
2172,7-May-07,,,TOTAL of sweep count CP to BP,,,,9600,total,BPPeep2007.xls
2173,8-May-07,high-dropping,8:30,WNW side Bruns(Canoe Pass),2000,,,2000,FALSE,BPPeep2007.xls
2174,8-May-07,high-dropping,8:40,Brunswick Pt corner - marsh edge mud,6000,,,6000,FALSE,BPPeep2007.xls
2175,8-May-07,high-dropping,8:45,west end mumblies - mudislet,300,,,300,FALSE,BPPeep2007.xls
2176,8-May-07,high-dropping,8:55,C.Port corner,1100,,,1100,FALSE,BPPeep2007.xls
2177,8-May-07,high-dropping,9:00,CP jetty side marsh,500,,,500,TRUE,BPPeep2007.xls
2178,8-May-07,high-dropping,9:00,C.Port corner,3300,,,3300,TRUE,BPPeep2007.xls
2179,8-May-07,high-dropping,9:10,west end pilings - near mud,300,,,300,TRUE,BPPeep2007.xls
2180,8-May-07,high-dropping,9:15,west end mumblies - mudislet,900,,,900,TRUE,BPPeep2007.xls
2181,8-May-07,high-dropping,9:22,Brunswick Point corner - mid to far mud,6500,,,6500,TRUE,BPPeep2007.xls
2182,8-May-07,,,TOTAL of sweep count CP to BP,,,,11500,total,BPPeep2007.xls
2183,9-May-07,high,8:31,WNW side Bruns(Canoe Pass),50,,,50,FALSE,BPPeep2007.xls
2184,9-May-07,high,,west end mumblies - on tide edge,6000,,,6000,FALSE,BPPeep2007.xls
2185,9-May-07,high,8:45,C.Port corner,1400,,,1400,FALSE,BPPeep2007.xls
2186,9-May-07,high,8:49,CP jetty side marsh,100,,,100,TRUE,BPPeep2007.xls
2187,9-May-07,high,8:49,C.Port corner,0,,,0,TRUE,BPPeep2007.xls
2188,9-May-07,high,8:55,East end mumblies - tide edge,250,,,250,TRUE,BPPeep2007.xls
2189,9-May-07,high,9:00,West end pilings - on mumblies,240,,,240,TRUE,BPPeep2007.xls
2190,9-May-07,high,9:05,west end mumblies - on tide edge,1250,,,1250,TRUE,BPPeep2007.xls
2191,9-May-07,high,9:10,Brunswick Pt corner - tide edge,3900,,,3900,TRUE,BPPeep2007.xls
2192,9-May-07,high,9:20,WNW side Bruns(Canoe Pass),1000,,,1000,TRUE,BPPeep2007.xls
2193,9-May-07,,,TOTAL of sweep count CP to BP,,,,6740,total,BPPeep2007.xls
2194,10-May-07,high,11:17,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeep2007.xls
2195,10-May-07,high,11:25,west end mumblies - on tide edge,flock,,,,FALSE,BPPeep2007.xls
2196,10-May-07,high,11:30,CP jetty side marsh,0,,,0,TRUE,BPPeep2007.xls
2197,10-May-07,high,11:30,C.Port corner,0,,,0,TRUE,BPPeep2007.xls
2198,10-May-07,high,11:35,East end mumblies - tide edge,100,,,100,TRUE,BPPeep2007.xls
2199,10-May-07,high,11:40,west end mumblies - on tide edge,2400,,,2400,TRUE,BPPeep2007.xls
2200,10-May-07,high,11:40,Brunswick Point - marsh tip,800,,,800,TRUE,BPPeep2007.xls
2201,10-May-07,high,11:46,WNW side Bruns(Canoe Pass),150,,,150,TRUE,BPPeep2007.xls
2202,10-May-07,,,TOTAL of sweep count CP to BP,,,,3450,total,BPPeep2007.xls
2203,11-May-07,high,13:15,WNW side Bruns(Canoe Pass),500,,,500,FALSE,BPPeep2007.xls
2204,11-May-07,high,13:25,west end mumblies - on tide edge,6000,,,6000,FALSE,BPPeep2007.xls
2205,11-May-07,high,13:30,CP jetty side marsh,0,,,0,TRUE,BPPeep2007.xls
2206,11-May-07,high,13:30,C.Port corner,0,,,0,TRUE,BPPeep2007.xls
2207,11-May-07,high,13:40,West end pilings to W end mumblies - tide edge,8500,,,8500,TRUE,BPPeep2007.xls
2208,11-May-07,high,13:45,WNW side Bruns(Canoe Pass),0,,,0,TRUE,BPPeep2007.xls
2209,11-May-07,,,TOTAL of sweep count CP to BP,,,,8500,total,BPPeep2007.xls
2210,14-May-07,rising-high,16:38,WNW side Bruns(Canoe Pass),550,,,550,TRUE,BPPeep2007.xls
2211,14-May-07,rising-high,16:40,Brunswick Point corner - mudroost,150,,,150,TRUE,BPPeep2007.xls
2212,14-May-07,rising-high,16:45,C.Port corner,0,,,0,TRUE,BPPeep2007.xls
2213,14-May-07,rising-high,16:45,CP jetty side marsh,0,,,0,TRUE,BPPeep2007.xls
2214,14-May-07,rising-high,16:50,CP jetty side marsh,0,,,0,FALSE,BPPeep2007.xls
2215,14-May-07,rising-high,16:50,C.Port corner,0,,,0,FALSE,BPPeep2007.xls
2216,14-May-07,rising-high,16:55,Brunswick Point corner - mudroost,60,,,60,FALSE,BPPeep2007.xls
2217,14-May-07,rising-high,17:00,WNW side Bruns(Canoe Pass),200,,,200,FALSE,BPPeep2007.xls
2218,14-May-07,,,TOTAL for day - count BP to CP,,,,700,total,BPPeep2007.xls
2219,22-Apr-91,,,,,,,23000,only total,BPPEEP91.xlsx
2220,2-May-91,,,,,,,83100,only total,BPPEEP91.xlsx
2221,3-May-91,,,,,,,60000,only total,BPPEEP91.xlsx
2222,5-May-91,,,,,,,40000,only total,BPPEEP91.xlsx
2223,6-May-91,,,,,,,33000,only total,BPPEEP91.xlsx
2224,7-May-91,,,,,,,23000,only total,BPPEEP91.xlsx
2225,8-May-91,,,,,,,14000,only total,BPPEEP91.xlsx
2226,9-May-91,,,,,,,12000,only total,BPPEEP91.xlsx
2227,10-May-91,,,,,,,5400,only total,BPPEEP91.xlsx
2228,11-May-91,,,,,,,300,only total,BPPEEP91.xlsx
2229,22-Apr-92,,,,,,,24500,only total,BPPEEP92.xlsx
2230,24-Apr-92,,,,,,,80200,only total,BPPEEP92.xlsx
2231,29-Apr-92,,,,,,,923500,only total,BPPEEP92.xlsx
2232,1-May-92,,,,,,,30500,only total,BPPEEP92.xlsx
2233,4-May-92,,,,,,,22430,only total,BPPEEP92.xlsx
2234,8-May-92,,,,,,,2700,only total,BPPEEP92.xlsx
2235,12-May-92,,,,,,,85,only total,BPPEEP92.xlsx
2236,20-Apr-94,,,,50000,100000,,75000,only total,BPPEEP94.xls
2237,22-Apr-94,,,,200000,300000,,250000,only total,BPPEEP94.xls
2238,25-Apr-94,,,,20000,,,20000,only total,BPPEEP94.xls
2239,26-Apr-94,,,,820000,,,820000,only total,BPPEEP94.xls
2240,28-Apr-94,,,,500000,,,500000,only total,BPPEEP94.xls
2241,30-Apr-94,,,,500000,,,500000,only total,BPPEEP94.xls
2242,2-May-94,,,,280000,700000,,490000,only total,BPPEEP94.xls
2243,4-May-94,,,,750000,1500000,,1125000,only total,BPPEEP94.xls
2244,5-May-94,,,,300000,400000,,350000,only total,BPPEEP94.xls
2245,6-May-94,,,,200000,560000,,380000,only total,BPPEEP94.xls
2246,9-May-94,,,,3000,4000,,3500,only total,BPPEEP94.xls
2247,10-May-94,,,,4000,4400,,4200,only total,BPPEEP94.xls
2248,14-Apr-95,,,,0,,,0,only total,BPPEEP95.xls
2249,16-Apr-95,,,,600,,,600,only total,BPPEEP95.xls
2250,21-Apr-95,,,,3000,11000,,7000,only total,BPPEEP95.xls
2251,24-Apr-95,,,,2100,7375,,4738,only total,BPPEEP95.xls
2252,25-Apr-95,,,,50000,90000,,70000,only total,BPPEEP95.xls
2253,26-Apr-95,,,,300000,700000,,500000,only total,BPPEEP95.xls
2254,28-Apr-95,,,,200000,500000,,350000,only total,BPPEEP95.xls
2255,30-Apr-95,,,,220000,440000,,330000,only total,BPPEEP95.xls
2256,1-May-95,,,,50000,80000,,65000,only total,BPPEEP95.xls
2257,3-May-95,,,,38000,150000,,94000,only total,BPPEEP95.xls
2258,21-Apr-97,rising,17:35,Bruns. Pt. end,12000,,,12000,TRUE,BPPEEP97.xls
2259,21-Apr-97,rising,17:35,Bruns.corner,80,,,80,TRUE,BPPEEP97.xls
2260,21-Apr-97,rising,,along dike,1700,2000,,1850,TRUE,BPPEEP97.xls
2261,21-Apr-97,rising,17:50,near pilings,100,,,100,TRUE,BPPEEP97.xls
2262,21-Apr-97,rising-high,18:05,C.Port corner,0,,,0,TRUE,BPPEEP97.xls
2263,21-Apr-97,rising-high,18:05,jetty side,0,,,0,TRUE,BPPEEP97.xls
2264,21-Apr-97,rising-high,18:25,intercauseway,0,,,0,TRUE,BPPEEP97.xls
2265,21-Apr-97,,,TOTAL,,,,14030,total,BPPEEP97.xls
2266,21-Apr-97,,,TOT.incl.causew,,,,14030,total,BPPEEP97.xls
2267,22-Apr-97,rising,17:05,Bruns.corner,13000,,,13000,TRUE,BPPEEP97.xls
2268,22-Apr-97,rising,,pilings,0,,,0,TRUE,BPPEEP97.xls
2269,22-Apr-97,rising,17:25,C.Port corner,0,,,0,TRUE,BPPEEP97.xls
2270,22-Apr-97,rising,17:25,jetty side,0,,,0,TRUE,BPPEEP97.xls
2271,22-Apr-97,,,TOTAL,,,,13000,total,BPPEEP97.xls
2272,25-Apr-97,dropping,9:00,C.Port corner,24000,19000,,21500,TRUE,BPPEEP97.xls
2273,25-Apr-97,dropping,9:00,jetty side,30000,35000,,32500,TRUE,BPPEEP97.xls
2274,25-Apr-97,dropping,9:15,pilings/outer bar,22400,,,22400,TRUE,BPPEEP97.xls
2275,25-Apr-97,dropping,9:30,Bruns.corner,53700,,,53700,TRUE,BPPEEP97.xls
2276,25-Apr-97,dropping,10:10,intercauseway,8340,,,8340,FALSE,BPPEEP97.xls
2277,25-Apr-97,,,TOTAL,,,,130100,total,BPPEEP97.xls
2278,25-Apr-97,,,TOT.incl.causew,,,,138440,total,BPPEEP97.xls
2279,26-Apr-97,dropping,9:40,intercauseway,16600,19200,,17900,FALSE,BPPEEP97.xls
2280,26-Apr-97,dropping,10:00,jetty side,8500,,,8500,TRUE,BPPEEP97.xls
2281,26-Apr-97,dropping,10:00,C.Port corner,0,,,0,TRUE,BPPEEP97.xls
2282,26-Apr-97,dropping,10:10,pilings/outer bar,118700,,,118700,TRUE,BPPEEP97.xls
2283,26-Apr-97,dropping,10:20,Bruns.corner,0,,,0,TRUE,BPPEEP97.xls
2284,26-Apr-97,,,TOTAL,,,,127200,total,BPPEEP97.xls
2285,26-Apr-97,,,TOT.incl.causew,,,,145100,total,BPPEEP97.xls
2286,28-Apr-97,dropping,9:40,Bruns.corner,25000,30000,,27500,TRUE,BPPEEP97.xls
2287,28-Apr-97,dropping,9:50,w.of pilings,5100,,,5100,TRUE,BPPEEP97.xls
2288,28-Apr-97,dropping,10:05,C.Port corner,64500,,,64500,TRUE,BPPEEP97.xls
2289,28-Apr-97,dropping,10:35,intercauseway,41850,40350,,41100,FALSE,BPPEEP97.xls
2290,28-Apr-97,,,TOTAL,,,,97100,total,BPPEEP97.xls
2291,28-Apr-97,,,TOT.incl.causew,,,,138200,total,BPPEEP97.xls
2292,29-Apr-97,dropping,10:43,intercauseway,21500,20000,,20750,FALSE,BPPEEP97.xls
2293,29-Apr-97,dropping,10:58,jetty side,4700,,,4700,TRUE,BPPEEP97.xls
2294,29-Apr-97,dropping,11:18,pilings/outer bar,2000,,,2000,TRUE,BPPEEP97.xls
2295,29-Apr-97,dropping,11:30,Bruns.corner,95000,74000,,84500,TRUE,BPPEEP97.xls
2296,29-Apr-97,,,TOTAL,,,,91200,total,BPPEEP97.xls
2297,29-Apr-97,,,TOT.incl.causew,,,,111950,total,BPPEEP97.xls
2298,30-Apr-97,rising,10:00,intercauseway,31500,,,31500,FALSE,BPPEEP97.xls
2299,30-Apr-97,rising,10:30,jetty side,17000,,,17000,TRUE,BPPEEP97.xls
2300,30-Apr-97,high,11:45,C.Port corner,2600,,,2600,TRUE,BPPEEP97.xls
2301,30-Apr-97,high,11:50,Bruns. dike,33000,,,33000,TRUE,BPPEEP97.xls
2302,30-Apr-97,,,TOTAL,,,,52600,total,BPPEEP97.xls
2303,30-Apr-97,,,TOT.incl.causew,,,,84100,total,BPPEEP97.xls
2304,1-May-97,dropping,14:00,Bruns. dike,141000,213000,,177000,TRUE,BPPEEP97.xls
2305,1-May-97,dropping,14:50,intercauseway,200,,,200,FALSE,BPPEEP97.xls
2306,1-May-97,,,TOTAL,,,,177000,total,BPPEEP97.xls
2307,1-May-97,,,TOT.incl.causew,,,,177200,total,BPPEEP97.xls
2308,2-May-97,dropping,15:55,intercauseway,200,,,200,FALSE,BPPEEP97.xls
2309,2-May-97,dropping,16:10,jetty side,15000,,,15000,TRUE,BPPEEP97.xls
2310,2-May-97,dropping,16:20,Bruns. dike,80500,122300,,101400,TRUE,BPPEEP97.xls
2311,2-May-97,,,TOTAL,,,,116400,total,BPPEEP97.xls
2312,2-May-97,,,TOT.incl.causew,,,,116600,total,BPPEEP97.xls
2313,3-May-97,rising,14:15,intercauseway,30,,,30,FALSE,BPPEEP97.xls
2314,3-May-97,rising,14:25,jetty side,1270,,,1270,TRUE,BPPEEP97.xls
2315,3-May-97,rising,14:42,C.Port corner(fly),19700,,,19700,TRUE,BPPEEP97.xls
2316,3-May-97,rising,14:50,w.of pilings,2000,,,2000,TRUE,BPPEEP97.xls
2317,3-May-97,rising,15:00,Bruns.corner,20000,22000,,21000,TRUE,BPPEEP97.xls
2318,3-May-97,rising,15:00,Bruns.Pt.(fly),15000,,,15000,TRUE,BPPEEP97.xls
2319,3-May-97,rising,15:00,Bruns. Pt. end,1000,,,1000,TRUE,BPPEEP97.xls
2320,3-May-97,,,TOTAL,,,,59970,total,BPPEEP97.xls
2321,3-May-97,,,TOT.incl.causew,,,,60000,total,BPPEEP97.xls
2322,4-May-97,rising,15:14,intercauseway,40,,,40,FALSE,BPPEEP97.xls
2323,4-May-97,rising,15:30,C.Port corner,27000,,,27000,TRUE,BPPEEP97.xls
2324,4-May-97,rising,16:00,w.of pilings,3000,,,3000,TRUE,BPPEEP97.xls
2325,4-May-97,rising,16:00,Bruns.corner,15000,12000,,13500,TRUE,BPPEEP97.xls
2326,4-May-97,,,TOTAL,,,,43500,total,BPPEEP97.xls
2327,4-May-97,,,TOT.incl.causew,,,,43540,total,BPPEEP97.xls
2328,5-May-97,rising,16:00,intercauseway,2500,2700,,2600,FALSE,BPPEEP97.xls
2329,5-May-97,rising,16:15,C.Port corner,14000,,,14000,TRUE,BPPEEP97.xls
2330,5-May-97,rising,16:30,Bruns. dike (fly),13300,,,13300,TRUE,BPPEEP97.xls
2331,5-May-97,rising,16:40,Bruns.corner,10500,,,10500,TRUE,BPPEEP97.xls
2332,5-May-97,,,TOTAL,,,,37800,total,BPPEEP97.xls
2333,5-May-97,,,TOT.incl.causew,,,,40400,total,BPPEEP97.xls
2334,6-May-97,rising,16:05,intercauseway,0,,,0,FALSE,BPPEEP97.xls
2335,6-May-97,rising,16:15,jetty side,4500,4000,4400,4300,TRUE,BPPEEP97.xls
2336,6-May-97,rising,16:40,Bruns. dike,8600,8200,,8400,TRUE,BPPEEP97.xls
2337,6-May-97,rising,16:40,w.of pilings,2500,2100,,2300,TRUE,BPPEEP97.xls
2338,6-May-97,,,TOTAL,,,,15000,total,BPPEEP97.xls
2339,6-May-97,,,TOT.incl.causew,,,,15000,total,BPPEEP97.xls
2340,7-May-97,,,Bruns. dike,2000,3000,,2500,TRUE,BPPEEP97.xls
2341,7-May-97,,,TOTAL,,,,2500,total,BPPEEP97.xls
2342,12-May-97,high-dropping,9:50,intercauseway,100,,,100,FALSE,BPPEEP97.xls
2343,12-May-97,dropping,10:10,jetty side,5,,,5,TRUE,BPPEEP97.xls
2344,12-May-97,dropping,10:25,Bruns. dike,550,,,550,TRUE,BPPEEP97.xls
2345,12-May-97,,,TOTAL,,,,555,total,BPPEEP97.xls
2346,12-May-97,,,TOT.incl.causew,,,,655,total,BPPEEP97.xls
2347,2-May-98,,,,19500,,,,only total,BPPEEP98.xls
2348,3-May-98,,,,460000,,,,only total,BPPEEP98.xls
2349,4-May-98,,,,105000,,,,only total,BPPEEP98.xls
2350,5-May-98,,,,,,,,no survey,BPPEEP98.xls
2351,6-May-98,,,,15800,,,,only total,BPPEEP98.xls
2352,7-May-98,,,,5000,,,,only total,BPPEEP98.xls
2353,8-May-98,,,,16500,,,,only total,BPPEEP98.xls
2354,9-May-98,,,,40000,,,,only total,BPPEEP98.xls
2355,10-May-98,,,,29000,,,,only total,BPPEEP98.xls
2356,11-May-98,,,,41000,,,,only total,BPPEEP98.xls
2357,20-Apr-99,dropping,10:15,C.Port corner,3000,,,3000,TRUE,BPPEEP99.xls
2358,20-Apr-99,dropping,10:30,jetty side,1450,,,1450,TRUE,BPPEEP99.xls
2359,20-Apr-99,dropping,10:40,pilings,170,,,170,TRUE,BPPEEP99.xls
2360,20-Apr-99,dropping,10:45,bend edge,1100,,,1100,TRUE,BPPEEP99.xls
2361,20-Apr-99,dropping,10:55,Bruns.corner,24000,36000,31000,31125,TRUE,BPPEEP99.xls
2362,20-Apr-99,,,TOTAL,,,,36845,total,BPPEEP99.xls
2363,,dropping,11:10,C.Port corner,0,,,0,TRUE,BPPEEP99.xls
2364,21-Apr-99,dropping,11:10,jetty side,0,,,0,TRUE,BPPEEP99.xls
2365,21-Apr-99,dropping,11:45,mudislet,1600,1800,,1700,TRUE,BPPEEP99.xls
2366,21-Apr-99,dropping,11:45,Bruns.corner,23500,25500,35000,28000,TRUE,BPPEEP99.xls
2367,21-Apr-99,,,TOTAL,,,,29700,total,BPPEEP99.xls
2368,22-Apr-99,dropping,11:05,C.Port corner,0,,,0,TRUE,BPPEEP99.xls
2369,22-Apr-99,dropping,11:05,jetty side,0,,,0,TRUE,BPPEEP99.xls
2370,22-Apr-99,dropping,11:20,pilings,2600,2200,,2400,TRUE,BPPEEP99.xls
2371,22-Apr-99,dropping,11:30,Bruns.corner,57000,47000,48000,51750,TRUE,BPPEEP99.xls
2372,22-Apr-99,,,TOTAL,,,,54150,total,BPPEEP99.xls
2373,23-Apr-99,rising- high,11:20,C.Port corner,3800,4000,,3900,TRUE,BPPEEP99.xls
2374,23-Apr-99,rising- high,11:20,jetty side,0,,,0,TRUE,BPPEEP99.xls
2375,23-Apr-99,rising- high,11:20,before pilings,250,,,250,TRUE,BPPEEP99.xls
2376,23-Apr-99,rising- high,11:35,pilings(mudbar),1770,,,1770,TRUE,BPPEEP99.xls
2377,23-Apr-99,high,11:45,Bruns.corner,55400,53400,56000,54933,TRUE,BPPEEP99.xls
2378,23-Apr-99,,,TOTAL,,,,60853,total,BPPEEP99.xls
2379,24-Apr-99,high,13:38,in flight,50000,75000,,62500,TRUE,BPPEEP99.xls
2380,24-Apr-99,,,TOTAL,,,,62500,total,BPPEEP99.xls
2381,26-Apr-99,rising,15:25,C.Port corner,12500,13500,,13000,TRUE,BPPEEP99.xls
2382,26-Apr-99,rising,15:25,jetty side,300,,,300,TRUE,BPPEEP99.xls
2383,26-Apr-99,rising,,pilings,10000,,,10000,TRUE,BPPEEP99.xls
2384,26-Apr-99,rising,,outer bar,13500,,,13500,TRUE,BPPEEP99.xls
2385,26-Apr-99,high-dropping,16:30,Bruns.corner,124000,145000,130000,134800,TRUE,BPPEEP99.xls
2386,26-Apr-99,high-dropping,16:30,north side Bruns.,30000,,,30000,TRUE,BPPEEP99.xls
2387,26-Apr-99,,,TOTAL,,,,201600,total,BPPEEP99.xls
2388,27-Apr-99,rising,15:57,C.Port corner,0,,,0,TRUE,BPPEEP99.xls
2389,27-Apr-99,rising,15:57,jetty side,0,,,0,TRUE,BPPEEP99.xls
2390,27-Apr-99,rising,15:57,pilings,12000,,,12000,TRUE,BPPEEP99.xls
2391,27-Apr-99,rising,16:20,Bruns.corner,245000,160000,,202500,TRUE,BPPEEP99.xls
2392,27-Apr-99,,,TOTAL,,,,214500,total,BPPEEP99.xls
2393,28-Apr-99,rising,16:19,C.Port corner,0,,,0,TRUE,BPPEEP99.xls
2394,28-Apr-99,rising,16:19,jetty side,0,,,0,TRUE,BPPEEP99.xls
2395,28-Apr-99,rising,16:30,pilings,50200,,,50200,TRUE,BPPEEP99.xls
2396,28-Apr-99,rising,16:40,Bruns.corner,121000,133000,,127000,TRUE,BPPEEP99.xls
2397,28-Apr-99,,,TOTAL,,,,177200,total,BPPEEP99.xls
2398,29-Apr-99,rising,16:54,C.Port corner,0,,,0,TRUE,BPPEEP99.xls
2399,29-Apr-99,rising,16:54,jetty side,0,,,0,TRUE,BPPEEP99.xls
2400,29-Apr-99,rising,16:54,pilings,1000,,,1000,TRUE,BPPEEP99.xls
2401,29-Apr-99,rising,17:00,Bruns.corner,250000,195000,,222500,TRUE,BPPEEP99.xls
2402,29-Apr-99,,,TOTAL,,,,223500,total,BPPEEP99.xls
2403,30-Apr-99,rising,17:00,Bruns.corner,120000,110000,,115000,TRUE,BPPEEP99.xls
2404,30-Apr-99,rising,17:15,pilings,2300,2900,,2600,TRUE,BPPEEP99.xls
2405,30-Apr-99,rising,17:24,C.Port corner,0,,,0,TRUE,BPPEEP99.xls
2406,30-Apr-99,rising,17:24,jetty side,0,,,0,TRUE,BPPEEP99.xls
2407,30-Apr-99,,,TOTAL,,,,117600,total,BPPEEP99.xls
2408,1-May-99,dropping,8:45,intercausway,12000,,,12000,TRUE,BPPEEP99.xls
2409,1-May-99,dropping,9:00,C.Port corner,8000,,,8000,TRUE,BPPEEP99.xls
2410,1-May-99,dropping,9:00,jetty side,6000,,,6000,TRUE,BPPEEP99.xls
2411,1-May-99,dropping,9:15,Bruns.corner,73000,,,73000,TRUE,BPPEEP99.xls
2412,1-May-99,,,TOTAL,,,,99000,total,BPPEEP99.xls
2413,2-May-99,dropping,8:45,C.Port corner,67000,70000,,68500,TRUE,BPPEEP99.xls
2414,2-May-99,dropping,8:45,jetty side,0,0,,0,TRUE,BPPEEP99.xls
2415,2-May-99,dropping,8:50,pilings,8000,,,8000,TRUE,BPPEEP99.xls
2416,2-May-99,dropping,9:00,Bruns.corner,22000,23000,,22500,TRUE,BPPEEP99.xls
2417,2-May-99,,,TOTAL,,,,99000,total,BPPEEP99.xls
2418,3-May-99,rising,18:30,C.Port corner,15000,20000,,17500,TRUE,BPPEEP99.xls
2419,3-May-99,rising,18:30,jetty side,0,,,0,TRUE,BPPEEP99.xls
2420,3-May-99,rising,,pilings,0,,,0,TRUE,BPPEEP99.xls
