original_location_name,cleaned,station_n,station_s,sub_location,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn
long lines of peeps flying BP to CP,Brunswick Point to Coal Port corner (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
marsh east of pilings,East end pilings (marsh),Pilings,,marsh,false,false,true,false,false
marsh edge west of 34th pullout,34th St pullout (marsh),34th St pullout,,marsh,false,false,true,false,false
marsh near footbridge,(marsh),,,marsh,false,false,true,false,false
marsh tip of Brunswick Point,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,false,false,true,false,false
marsh to east pilings,East end pilings (marsh),Pilings,,marsh,false,false,true,false,false
marsh to west of 34th pullout,34th St pullout (marsh),34th St pullout,,marsh,false,false,true,false,false
marsh west of banding site,(marsh),,,marsh,false,false,true,false,false
mid mumblies,(inner mumblies),,,inner mumblies,true,false,false,false,false
mid mumblies off pilings,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mid pilings,Pilings,Pilings,,,,,,,
mid pilings (marsh edge),Pilings (marsh),Pilings,,marsh,false,false,true,false,false
mid pilings (mumblies ridge),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mid pilings inside mumblies,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mid pilings to Bruns Pt marsh tip,Pilings to Brunswick Point (marsh tip),Brunswick Point,Pilings,marsh tip,false,false,true,false,false
mid pilings to view corner - tide edge beyond mumblies,Pilings to View corner (tide edge - beyond mumblies),View corner,Pilings,tide edge - beyond mumblies,true,false,false,true,false
mid pilings(along mumblies) into Bruns corner,Pilings to Brunswick Point (mumblies),Brunswick Point,Pilings,mumblies,true,false,false,false,false
mid pilings(on mumblies),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mid to west pilings,Pilings,Pilings,,,,,,,
mid-mumblies,(inner mumblies),,,inner mumblies,true,false,false,false,false
mid-mumblies(from pilings),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mid-pilings,Pilings,Pilings,,,,,,,
mid-pilings mudflat,Pilings (mid mud),Pilings,,mid mud,false,true,false,false,false
mud islet,Brunswick Point (mud islet),Brunswick Point,,mud islet,false,true,false,false,false
mud islet and mudroost,(mud islet - mud roost),,,mud islet - mud roost,false,true,false,false,false
mudflat,Mudflats,,,mud,false,true,false,false,false
mudflats,Mudflats,,,mud,false,true,false,false,false
mudislet,Brunswick Point (mud islet),Brunswick Point,,mud islet,false,true,false,false,false
mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,false,true,false,false,false
mudroost BP corner,Brunswick Point (mud roost),Brunswick Point,,mud roost,false,true,false,false,false
mudroost/BP corner,Brunswick Point (mud roost),Brunswick Point,,mud roost,false,true,false,false,false
mumblies,(mumblies),,,mumblies,true,false,false,false,false
mumblies (east end),(east end mumblies),,,east end mumblies,true,false,false,false,false
mumblies (east end) far edge,(east end mumblies),,,east end mumblies,true,false,false,false,false
mumblies (far east),(east end mumblies),,,east end mumblies,true,false,false,false,false
mumblies (inner),(inner mumblies),,,inner mumblies,true,false,false,false,false
mumblies (mid),(inner mumblies),,,inner mumblies,true,false,false,false,false
mumblies (off pilings),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies (outer),(outer mumblies),,,outer mumblies,true,false,false,false,false
mumblies (west end),(west end mumblies),,,west end mumblies,true,false,false,false,false
mumblies (west),(east end mumblies),,,east end mumblies,true,false,false,false,false
mumblies east of pilings,East end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies east towards CP end,Coal Port corner (east end mumblies),Coal Port,,east end mumblies,true,false,false,false,false
mumblies inner mud,(inner mumblies),,,inner mumblies,true,false,false,false,false
mumblies off E end pilings,East end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies off pilings,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies off pilings to west end pilings,West end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies off west end pilings,West end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies out from pilings,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies out from west pilings,West end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies raised mud ridge,(mumblies),,,mumblies,true,false,false,false,false
mumblies(from mid pilings),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies(from pilings),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
mumblies(outer),(outer mumblies),,,outer mumblies,true,false,false,false,false
near banding site,near banding site,Coal Port,,marsh,false,false,true,false,false
near bend - landed on mumblies,Bend (mumblies),Bend,,mumblies,true,false,false,false,false
near Bruns Pt.,Brunswick Point,Brunswick Point,,,,,,,
near end of Brunswick Point,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,false,false,true,false,false
near mud (east of pilings),East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
near pilings,Pilings,Pilings,,,,,,,
near view corner in close mud,View corner (inner mud),View corner,,inner mud,false,true,false,false,false
no species ratio samples,,,,,,,,,
No survey possible,,,,,,,,,
north side Bruns.,Brunswick Point,Brunswick Point,,,,,,,
off 34th in near mud,34th St pullout (inner mud),34th St pullout,,inner mud,false,true,false,false,false
off 34th pullout,34th St pullout,34th St pullout,,,,,,,
off 34th pullout - inner mud,34th St pullout (inner mud),34th St pullout,,inner mud,false,true,false,false,false
off 34th pullout - outer mud,34th St pullout (outer mud),34th St pullout,,outer mud,false,true,false,false,false
off 34th pullout - outer tide edge,34th St pullout (tide edge),34th St pullout,,tide edge,false,false,false,true,false
off east end pilings on mumblies,East end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
off pilings,Pilings,Pilings,,,,,,,
off pilings - inner mud,Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
off pilings - outer mud,Pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
off pilings (flock 1),Pilings,Pilings,,,,,,,
off pilings (flock 2),Pilings,Pilings,,,,,,,
off pilings (flock 3),Pilings,Pilings,,,,,,,
off pilings (inner mud and mumblies),Pilings (inner mud - mumblies),Pilings,,inner mud - mumblies,true,true,false,false,false
off pilings (inner mud),Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
off pilings (inner mud) to past west end pilings,Pilings to View corner (inner mud),View corner,Pilings,inner mud,false,true,false,false,false
off pilings (inner mud) to view corner,Pilings to View corner (inner mud),View corner,Pilings,inner mud,false,true,false,false,false
off pilings (inner mumblies),Pilings (inner mumblies),Pilings,,inner mumblies,true,false,false,false,false
off pilings (mumblie islets),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
off pilings (on mumblies to west end),Pilings (west end mumblies),Pilings,,west end mumblies,true,false,false,false,false
off pilings (on mumblies),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
off pilings (outer and mid mumblies),Pilings (outer mumblies - inner mumblies),Pilings,,outer mumblies - inner mumblies,true,false,false,false,false
off pilings (outer edge mumblies),Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
off pilings (outer mud - beyond mumblies),Pilings (outer mud - beyond mumblies),Pilings,,outer mud - beyond mumblies,true,true,false,false,false
off pilings (outer mud),Pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
off pilings (outer mud) to view corner,Pilings to View corner (outer mud),View corner,Pilings,outer mud,false,true,false,false,false
off pilings (outer mud) to west end mumblies,Pilings (outer mud - west end mumblies),Pilings,,west end mumblies - outer mud,true,true,false,false,false
off pilings (outer mumblies),Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
off pilings (outer mumblies) flying,Pilings (outer mumblies - flying),Pilings,,outer mumblies - flying,true,false,false,false,true
off pilings at far tide edge,Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
off pilings at tide edge,Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
off pilings beyond mumblies,Pilings (beyond mumblies),Pilings,,beyond mumblies,true,false,false,false,false
off pilings on far edge mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
off pilings on far edge of mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
off pilings on far tide edge,Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
off pilings on mumblies,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
off pilings on mumblies and beyond,Pilings (beyond mumblies),Pilings,,beyond mumblies,true,false,false,false,false
off pilings on tide edge,Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
off pilings to east end pilings,Pilings to East end Pilings,Pilings,Pilings,,,,,,
off pilings to W of 34th,Pilings to 34th St pullout,Pilings,34th St pullout,,,,,,
off view corner,View corner,View corner,,,,,,,
off view corner - tide edge,View corner (tide edge),View corner,,tide edge,false,false,false,true,false
off W end pilings (outer mud),West end pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
off west end mumblies,(west end mumblies),,,west end mumblies,true,false,false,false,false
off west end pilings on mumblies,West end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
off Westham Island foreshore,Westham Island,Westham Island,,,,,,,
off Westham Island shore,Westham Island,Westham Island,,,,,,,
on far edge of mud out from Bruns corner,Brunswick Point (outer mud),Brunswick Point,,outer mud,false,true,false,false,false
on mud bars further out near Bruns Pt.,Brunswick Point (outer mud),Brunswick Point,,outer mud,false,true,false,false,false
on mumblies,(mumblies),,,mumblies,true,false,false,false,false
out from east end pilings,East end pilings,Pilings,,,,,,,
out from mid pilings,Pilings,Pilings,,,,,,,
out from pilings,Pilings,Pilings,,,,,,,
out from pilings on mumblies,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
"outer ""mumblies""",(outer mumblies),,,outer mumblies,true,false,false,false,false
outer bar,Pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
outer east end mumblies,(east end mumblies),,,east end mumblies,true,false,false,false,false
outer edge mumblies,(outer mumblies),,,outer mumblies,true,false,false,false,false
outer edge mumblies E to pilings,East end pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
outer edge mumblies off pilings,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
outer end of side marsh,Coal Port jetty side marsh,Coal Port,,,,,,,
outer end to marsh point,Coal Port jetty side marsh,Coal Port,,,,,,,
outer mud (east of pilings),East end pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
outer mumblies,(outer mumblies),,,outer mumblies,true,false,false,false,false
outer mumblies - west end,(west end mumblies),,,west end mumblies,true,false,false,false,false
outer mumblies off 34th,34th St pullout (outer mumblies),34th St pullout,,outer mumblies,true,false,false,false,false
outer mumblies opposite pilings,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
outer mumblies out from pilings,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
outer mumblies- west to east end,(outer mumblies),,,outer mumblies,true,false,false,false,false
outer tip Brunswick Point,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,false,false,true,false,false
outer tip of Brunswick Point marsh,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,false,false,true,false,false
outer west end mumblies,(west end mumblies),,,west end mumblies,true,false,false,false,false
outside mumblies,(outer mumblies),,,outer mumblies,true,false,false,false,false
outside of east end mumblies,(east end mumblies),,,east end mumblies,true,false,false,false,false
over BP marsh & between CP&BP,Coal Port corner to Brunswick Point (marsh - flying),Brunswick Point,Coal Port,marsh - flying,false,false,true,false,true
past west end pilings,West end pilings,Pilings,,,,,,,
piilngs pullout,Pilings,Pilings,,,,,,,
piling - on mumblies,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
piling pullout - mumblies tide edge,Pilings (mumblies - tide edge),Pilings,,mumblies - tide edge,true,false,false,true,false
pilings,Pilings,Pilings,,,,,,,
Pilings,Pilings,Pilings,,,,,,,
Pilings  (on mumblies),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
Pilings  (outer mumblies on tideline),Pilings (outer mumblies - tide edge),Pilings,,outer mumblies - tide edge,true,false,false,true,false
Pilings  (outer tide edge),Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
pilings -  inner mud,Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
pilings -  inner mud and inner mumblies,Pilings (inner mud - inner mumblies),Pilings,,inner mud - inner mumblies,true,true,false,false,false
pilings -  on mumblies islets,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
pilings - all mudflat to west,Pilings (mid mud),Pilings,,mid mud,false,true,false,false,false
pilings - east end,East end pilings,Pilings,,,,,,,
pilings - flying east,Pilings (flying),Pilings,,flying,false,false,false,false,true
pilings - inner mud,Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
pilings - inner mud - flyby,Pilings (inner mud - flying),Pilings,,inner mud - flying,false,true,false,false,true
pilings - inner mud (W of W end),View corner (inner mud),View corner,,inner mud,false,true,false,false,false
pilings - inner mumblies,Pilings (inner mumblies),Pilings,,inner mumblies,true,false,false,false,false
pilings - inner to outer mud,Pilings (inner mud - outer mud),Pilings,,inner mud - outer mud,false,true,false,false,false
pilings - marsh edges,Pilings (marsh),Pilings,,marsh,false,false,true,false,false
pilings - mumblies,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
pilings - near mud,Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
"pilings - near mud, by marsh",Pilings (inner mud - marsh),Pilings,,inner mud - marsh,false,true,true,false,false
pilings - on mumblies,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
pilings - outer edge mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
pilings - outer mud,Pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
pilings - outer mud and beyond,Pilings (outer mud - beyond mumblies),Pilings,,outer mud - beyond mumblies,true,true,false,false,false
"pilings - outer mud, mumblies",Pilings (outer mud - mumblies),Pilings,,outer mud - mumblies,true,true,false,false,false
pilings - outer mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
pilings - outer tide edge,Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
pilings - west end,West end pilings,Pilings,,,,,,,
pilings (east end),East end pilings,Pilings,,,,,,,
pilings (east),East end pilings,Pilings,,,,,,,
pilings (in mumblies),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
pilings (inner mud),Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
pilings (inside mumblies),Pilings (inner mumblies),Pilings,,inner mumblies,true,false,false,false,false
pilings (midflock),Pilings,Pilings,,,,,,,
pilings (mud close to dike),Pilings (mud close to dike),Pilings,,mud close to dike,false,true,false,false,false
pilings (near marsh),Pilings (marsh),Pilings,,marsh,false,false,true,false,false
pilings (on mumblies),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
pilings (outer mud),Pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
pilings (shore),Pilings (shore),Pilings,,shore,false,false,false,false,false
pilings (tideline),Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
pilings (west end),West end pilings,Pilings,,,,,,,
pilings (west),West end pilings,Pilings,,,,,,,
pilings and Bruns Pt.corner,Pilings to Brunswick Point,Brunswick Point,Pilings,,,,,,
pilings and view corner,Pilings to View corner,View corner,Pilings,,,,,,
pilings area,Pilings (shore),Pilings,,shore,false,false,false,false,false
pilings bend,Pilings to Bend,Pilings,Bend,,,,,,
Pilings bend,Pilings to Bend,Pilings,Bend,,,,,,
pilings east end marsh,East end pilings (marsh),Pilings,,marsh,false,false,true,false,false
Pilings far west end,West end pilings,Pilings,,,,,,,
pilings in mud near marsh edge,Pilings (outer mud - marsh),Pilings,,outer mud - marsh,false,true,true,false,false
pilings inner mud,Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
pilings into CP corner,Pilings to Coal Port corner,Pilings,Coal Port,,,,,,
pilings marsh,Pilings (marsh),Pilings,,marsh,false,false,true,false,false
pilings marsh edge,Pilings (marsh),Pilings,,marsh,false,false,true,false,false
pilings near mud,Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
pilings pullout,Pilings,Pilings,,,,,,,
Pilings pullout,Pilings,Pilings,,,,,,,
pilings pullout - inner mud of mumblies,Pilings (inner mud - mumblies),Pilings,,inner mud - mumblies,true,true,false,false,false
pilings pullout - on mumblies to west log,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
pilings pullout (inner mud),Pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
pilings pullout (mumblies - log to west),Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
pilings pullout (tide edge),Pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
pilings pullout viewpoint (count 1),Pilings,Pilings,,,,,,,
pilings pullout viewpoint (count 2),Pilings,Pilings,,,,,,,
pilings pullout viewpoint (count 3),Pilings,Pilings,,,,,,,
pilings to 34th,Pilings to 34th St pullout,Pilings,34th St pullout,,,,,,
pilings to 34th marsh,34th St pullout to Pilings (marsh),Pilings,34th St pullout,marsh,false,false,true,false,false
pilings to Bruns,Pilings to Brunswick Point,Brunswick Point,Pilings,,,,,,
pilings to Bruns.,Pilings to Brunswick Point,Brunswick Point,Pilings,,,,,,
"pilings to BrunsCorner, tide edge",Brunswick Point to Pilings (tide edge),Brunswick Point,Pilings,tide edge,false,false,false,true,false
pilings to Brunswick Pt.,Pilings to Brunswick Point,Brunswick Point,Pilings,,,,,,
pilings to Eagle log - outer mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
pilings to view corner,Pilings to View corner,View corner,Pilings,,,,,,
pilings to view corner - inner mud,Pilings to View corner (inner mud),View corner,Pilings,inner mud,false,true,false,false,false
pilings to west end mumblies - tide edge,Pilings (west end mumblies - tide edge),Pilings,,west end mumblies - tide edge,true,false,false,true,false
pilings viewpoint,Pilings,Pilings,,,,,,,
pilings viewpoint (tide edge outer mumblies),Pilings (outer mumblies - tide edge),Pilings,,outer mumblies - tide edge,true,false,false,true,false
pilings viewpoint to 34th,Pilings to 34th St pullout,Pilings,34th St pullout,,,,,,
pilings W end - inner mud,West end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
Pilings west end,West end pilings,Pilings,,,,,,,
pilings-west end,West end pilings,Pilings,,,,,,,
Pilings-west end,West end pilings,Pilings,,,,,,,
"pilings, inside mumblies",Pilings (inner mumblies),Pilings,,inner mumblies,true,false,false,false,false
pilings(east end),East end pilings,Pilings,,,,,,,
pilings(mudbar),Pilings (mid mud),Pilings,,mid mud,false,true,false,false,false
pilings/outer bar,Pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
"S. end ""mumblies""",(outer mumblies),,,outer mumblies,true,false,false,false,false
second sweep,,,,,,,,,
seen flying over Brunswick Pt marsh,Brunswick Point (marsh - flying),Brunswick Point,,marsh - flying,false,false,true,false,true
some flocks in air over Canoe Pass,Canoe Pass (flying),Canoe Pass,,flying,false,false,false,false,true
spooked by PEFA,,,,,,,,,
summary count 1 - 3,,,,,,,,,
the bend,Bend,Bend,,,,,,,
to 34th pullout,34th St pullout,34th St pullout,,,,,,,
took off from W end pilings on mumblies,West end pilings (mumblies - flying),Pilings,,mumblies - flying,true,false,false,false,true
towards 34th pullout,34th St pullout,34th St pullout,,,,,,,
view corner,View corner,View corner,,,,,,,
View corner,View corner,View corner,,,,,,,
view corner -  inner mud BP corner,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner -  mid mud to Bruns Pt corner,View corner to Brunswick Point (mid mud),Brunswick Point,View corner,mid mud,false,true,false,false,false
view corner - (mudislet)outer&inner mud,View corner (mud islet - inner mud - outer mud),View corner,,mud islet - inner mud - outer mud,false,true,false,false,false
view corner - all Bruns corner area,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner - BP corner - inner mud,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner - BP corner & west end mumblies,View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,true,false,false,false,false
view corner - BP corner to w end pilings,Brunswick Point to West end pilings (seen from View corner),Brunswick Point,Pilings,seen from View corner,false,false,false,false,false
view corner - BP marsh edge and tip,View corner to Brunswick Point (marsh tip),Brunswick Point,View corner,marsh tip,false,false,true,false,false
view corner - BP marsh tip,View corner to Brunswick Point (marsh tip),Brunswick Point,View corner,marsh tip,false,false,true,false,false
view corner - BP mudroost,Brunswick Point to View corner (mud roost),Brunswick Point,View corner,mud roost,false,true,false,false,false
view corner - BP tide edge&W end mumblies,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,true,false,false,true,false
view corner - BP w. end mumblies -tide edge,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,true,false,false,true,false
view corner - Bruns corner,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner - Bruns corner - far flock,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner - Bruns corner - near flock,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner - Bruns Pt corner - inner mud,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner - Bruns Pt corner area,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner - Bruns Pt outer edge,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner - Brunswick corner,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner - east mud,View corner (inner mud),View corner,,inner mud,false,true,false,false,false
view corner - far tide edge,View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner - flying,View corner (flying),View corner,,flying,false,false,false,false,true
view corner - inner & mid mud of BP corner,View corner to Brunswick Point (inner mud - mid mud),Brunswick Point,View corner,inner mud - mid mud,false,true,false,false,false
view corner - inner mud,View corner (inner mud),View corner,,inner mud,false,true,false,false,false
view corner - inner mud & BP corner,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner - inner mud BP corner,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner - inner mumblies to BP tip & marshedge,View corner to Brunswick Point (inner mumblies - marsh tip),Brunswick Point,View corner,inner mumblies - marsh tip,true,false,true,false,false
view corner - marsh edge,View corner (marsh),View corner,,marsh,false,false,true,false,false
view corner - mid range mud,View corner (mid mud),View corner,,mid mud,false,true,false,false,false
view corner - mid-far mud BP corner,View corner to Brunswick Point (mid mud - outer mud),Brunswick Point,View corner,mid mud - outer mud,false,true,false,false,false
view corner - mid-mud flock,View corner (mid mud),View corner,,mid mud,false,true,false,false,false
view corner - mumblies off pilings,Pilings (mumblies - seen from View corner),Pilings,,mumblies - seen from View corner,true,false,false,false,false
view corner - near pilings,Pilings (seen from View corner),Pilings,,seen from View corner,false,false,false,false,false
view corner - outer edge mud,View corner (outer mud),View corner,,outer mud,false,true,false,false,false
view corner - outer mud,View corner (outer mud),View corner,,outer mud,false,true,false,false,false
view corner - outer mumblies &tide edge to marsh tip,View corner (outer mumblies - tide edge - marsh tip),View corner,,outer mumblies - tide edge - marsh tip,true,false,true,true,false
view corner - outer mumblies to east,View corner (outer mumblies - east end mumblies),View corner,,outer mumblies - east end mumblies,true,false,false,false,false
view corner - outer tide edge,View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner - outer W end mumblies,View corner (west end mumblies),View corner,,west end mumblies,true,false,false,false,false
view corner - outer W end mumblies mudislet,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,true,true,false,false,false
view corner - outer west end mumblies,View corner (west end mumblies),View corner,,west end mumblies,true,false,false,false,false
view corner - tide edge,View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner - tide edge (w end mumblies & BP ),View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,true,false,false,true,false
view corner - tide edge (w end mumblies),View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,true,false,false,true,false
view corner - tide edge & into BP marsh tip,View corner to Brunswick Point (tide edge - marsh tip),Brunswick Point,View corner,marsh tip - tide edge,false,false,true,true,false
view corner - tide edge W end mumblies,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,true,false,false,true,false
view corner - west end mumblie islets,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,true,true,false,false,false
view corner - west end mumblies & BP corner,View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,true,false,false,false,false
view corner - west end mumblies & BP marsh tip,View corner to Brunswick Point (west end mumblies - marsh tip),Brunswick Point,View corner,marsh tip - west end mumblies,true,false,true,false,false
view corner - west end mumblies & BP outer tide,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,true,false,false,true,false
view corner - west end mumblies islet - outer edge,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,true,true,false,false,false
view corner - west end mumblies(mudislet),View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,true,true,false,false,false
view corner (area off pilings),Pilings (seen from View corner),Pilings,,seen from View corner,false,false,false,false,false
view corner (BP corner inner mud),View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner (BP corner&Wend mumblies tide edge),View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,true,false,false,true,false
view corner (BP corner&Wend mumblies)flying,View corner to Brunswick Point (west end mumblies - flying),Brunswick Point,View corner,west end mumblies - flying,true,false,false,false,true
view corner (BP corner&West end mumblies),View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,true,false,false,false,false
view corner (BP marsh tip),View corner to Brunswick Point (marsh tip),Brunswick Point,View corner,marsh tip,false,false,true,false,false
view corner (close to marsh edge),View corner (marsh),View corner,,marsh,false,false,true,false,false
view corner (count 1),View corner,View corner,,,,,,,
view corner (count 2),View corner,View corner,,,,,,,
view corner (count 3),View corner,View corner,,,,,,,
view corner (east of mudroost - inner mud),View corner (mud roost - inner mud),View corner,,mud roost - inner mud,false,true,false,false,false
view corner (east of mudroost),View corner (mud roost),View corner,,mud roost,false,true,false,false,false
view corner (flying),View corner (flying),View corner,,flying,false,false,false,false,true
view corner (inner mud - B.P. corner),View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner (inner mud to BP marsh),View corner to Brunswick Point (inner mud - marsh),Brunswick Point,View corner,inner mud - marsh,false,true,true,false,false
view corner (inner mud to tide edge) some flying,View corner (inner mud - tide edge - flying),View corner,,inner mud - tide edge - flying,false,true,false,true,true
view corner (inner mud),View corner (inner mud),View corner,,inner mud,false,true,false,false,false
view corner (mid mud),View corner (mid mud),View corner,,mid mud,false,true,false,false,false
view corner (near mud),View corner (inner mud),View corner,,inner mud,false,true,false,false,false
view corner (outer edge mumblies),View corner (outer mumblies),View corner,,outer mumblies,true,false,false,false,false
view corner (outer edge of mud),View corner (outer mud),View corner,,outer mud,false,true,false,false,false
view corner (outer tide line to corner),View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner (outer tide line),View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner (outer West end mumblies),View corner (west end mumblies),View corner,,west end mumblies,true,false,false,false,false
view corner (tide edge-far),View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner (tideline),View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner (W end mumblies&BP corner),View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,true,false,false,false,false
view corner (west end mumblies to pilings),Pilings to View corner (mumblies),View corner,Pilings,mumblies,true,false,false,false,false
view corner (west end mumblies-outer edge),View corner (west end mumblies),View corner,,west end mumblies,true,false,false,false,false
